100 4
38 42 0.17003200887216607
39 43 0.00750411983450685
40 44 0.1572665884732866
37 36 0.20642955941744953
38 36 0.19839275760102718
39 36 0.01065993158720393
40 36 0.2976390018619999
41 41 3.050999575416486
41 42 -0.976479841118695
41 43 -3.69496089563761
41 44 4.8334558502648655
42 41 -2.778529569619855
42 42 5.101878939021371
42 43 1.6456894187456599
42 44 -3.5524073007790915
43 41 -4.44554280012629
43 42 -2.6837716607885174
43 43 4.958310409412786
43 44 0.22971823103130734
44 41 3.7349813555232703
44 42 -0.0640230235827396
44 43 -0.1788613608993107
44 44 -2.0140260439779
41 45 0.19708476582847823
42 46 0.14232176549027725
43 47 0.089671756546706
44 48 0.10869718304544916
41 40 0.15164066318571787
42 40 0.23270853133334846
43 40 0.29119310402651827
44 40 0.22028929237782452
45 45 -3.1730893440266397
45 46 2.3079900041391435
45 47 -7.2469462632316795
45 48 3.7163314174445015
46 45 -1.5353909872695282
46 46 0.33619871689639097
46 47 3.9481491155764488
46 48 -0.4328406734584319
47 45 3.7440702197049642
47 46 -3.955265977035605
47 47 1.693875637846555
47 48 2.0895726747677252
48 45 0.7344543115208243
48 46 3.908193006625248
48 47 -0.7212789060499419
48 48 -3.577469900480757
45 49 0.06310392004572943
46 50 0.2748725010768692
47 51 0.04221337115467246
48 52 0.028738250284718034
45 44 0.21425520413481738
46 44 0.028028747208067716
47 44 0.2662658829373821
48 44 0.2495869272374549
49 49 -5.354852190658296
49 50 3.7176869492367786
49 51 -0.2111359923351823
49 52 0.8793566062185866
50 49 0.10981817229642644
50 50 -5.339348877699781
50 51 3.152892860307006
50 52 4.279552593015314
51 49 0.8373679651299517
51 50 4.056055196456823
51 51 0.3082949689512672
51 52 -4.429300852832499
52 49 3.353697896916061
52 50 1.8108597959688735
52 51 -3.785386146997984
52 52 -0.43397384364035635
49 53 0.21886343381399728
50 54 0.011872167247273201
51 55 0.0527533621016501
52 56 0.013440406047784481
49 48 0.025287699867674172
50 48 0.0039883523877648815
51 48 0.24444859799692026
52 48 0.15044530111735682
53 53 2.208856546666022
53 54 -3.2647278602899856
53 55 2.6909551339745916
53 56 0.755608977926916
54 53 1.2586663093308135
54 54 4.266278627839868
54 55 -7.441339045270933
54 56 1.500519523986779
55 53 0.6683427349381235
55 54 4.567434811313219
55 55 0.3159932377876638
55 56 -5.019605358662583
56 53 -2.847919478907525
56 54 -0.7321106193371937
56 55 1.3003056324052664
56 56 2.8806252709833733
53 57 0.08155931916331571
54 58 0.053248914657654633
55 59 0.08804467872325389
56 60 0.26534680491086066
53 52 0.013626259268050467
54 52 0.21506356876920785
55 52 0.06283282241331593
56 52 0.04795030597016798
57 57 4.128684865040056
57 58 4.521280403692016
57 59 -2.791992512283205
57 60 -2.867965172001758
58 57 -0.5032518532965895
58 58 -0.9853373192049266
58 59 3.8257877515543823
58 60 -2.205230436848646
59 57 -4.5677534833184135
59 58 1.6528529270239223
59 59 2.3992629183603515
59 60 0.7919875204933522
60 57 5.214345242394339
60 58 -3.2002326067198044
60 59 -3.6335575330609573
60 60 3.339770390771656
57 61 0.235956847440412
58 62 0.0017561806508904932
59 63 0.1936918329146449
60 64 0.2999858547135343
57 56 0.010844218038750419
58 56 0.25978248300613327
59 56 0.13389011095359388
60 56 0.0285130854963163
61 61 4.936180134634534
61 62 -3.7833939125345686
61 63 -0.64074056684259
61 64 0.058634481277525845
62 61 1.3888889799144506
62 62 2.722405522792388
62 63 -0.9002479388186317
62 64 -2.7674221259575265
63 61 -2.6114472477814714
63 62 5.561276723866567
63 63 -6.2257350766065525
63 64 1.957421102760052
64 61 -2.7224239193072246
64 62 -0.7152517011786628
64 63 4.0574138183038055
64 64 2.090927944859818
61 65 0.24977635033257223
62 66 0.12348100575809133
63 67 0.0715603212103845
64 68 0.07861178215781801
61 60 0.16259814183852547
62 60 0.29145356471682643
63 60 0.2555937619050262
64 60 0.13538049532182433
65 65 -0.874303853220869
65 66 -0.3066026862254832
65 67 -2.769083892793423
65 68 6.3735155251020466
66 65 2.623166425751729
66 66 -2.1766556390223153
66 67 2.0125490785822873
66 68 -1.550500894642627
67 65 -3.7224665337948233
67 66 1.927788900741338
67 67 6.141168899573838
67 68 -3.5857081351959215
68 65 3.3104949625408704
68 66 1.842792275929824
68 67 -3.0801600655123376
68 68 -2.6061065599030715
65 69 0.04257182768317245
66 70 0.2933170796627814
67 71 0.04419275454111253
68 72 0.23505213336136277
65 64 0.13982267725989356
66 64 0.20670475302940194
67 64 0.06881739952075011
68 64 0.18921831039518774
69 69 2.792656009604236
69 70 3.50078588232734
69 71 -6.642035039266242
69 72 -0.3480961161095092
70 69 -3.4789835910596434
70 70 2.5116702847914185
70 71 1.2248119846503298
70 72 -0.23565967254687603
71 69 -0.9377522779218423
71 70 -4.497697809302348
71 71 2.2570394106801612
71 72 5.119935835666069
72 69 0.07792028858245374
72 70 0.2928224013805604
72 71 4.6743185427502345
72 72 -2.717084977209926
69 73 0.1244835552547164
70 74 0.1649078587781453
71 75 0.059167854390483283
72 76 0.08561907425176486
69 68 0.17438096935428538
70 68 0.23003480095380008
71 68 0.1588304250948113
72 68 0.17650270112010014
73 73 -4.702978534659837
73 74 4.2058894823184225
73 75 -0.7128734019912845
73 76 1.9995256362594604
74 73 3.575128938532207
74 74 -1.1868055965335063
74 75 -4.910820967066732
74 76 0.8289571181209113
75 73 -2.048409769474034
75 74 -3.051767663331601
75 75 5.886219859741643
75 76 1.641786870430259
76 73 3.7565444650209496
76 74 2.484572955874074
76 75 -2.151547014684326
76 76 -2.631844964176813
73 77 0.21191413384322094
74 78 0.19377124588920858
75 79 0.0128353177792499
76 80 0.22604732444149045
73 72 0.0692921335675741
74 72 0.1847858452267715
75 72 0.24867685589364877
76 72 0.07747960654080477
77 77 -2.083799881060139
77 78 0.033095080469154416
77 79 0.98932244993742
77 80 2.901031579914283
78 77 0.3992470972694166
78 78 4.8461522881770405
78 79 -1.5991986776870917
78 80 -3.5474212061880683
79 77 2.5526385446661966
79 78 -2.8519496942326286
79 79 -0.05512709681426774
79 80 1.460080981916806
80 77 -0.90550716845288
80 78 0.0761706954045228
80 79 8.166144667169945
80 80 -5.401814117794894
77 81 0.14630669691542647
78 82 0.2775300317168877
79 83 0.16014049590937857
80 84 0.021016323975679672
77 76 0.29221845354092657
78 76 0.22673410898482632
79 76 0.14062251956712413
80 76 0.2512724900236772
81 81 2.294903144000001
81 82 -3.4779637658281892
81 83 1.1460090555772486
81 84 1.9061344253357695
82 81 -1.789941537801576
82 82 -0.9713714329386387
82 83 -0.8915384356180824
82 84 4.113162047559461
83 81 4.411346261280251
83 82 5.309939380887394
83 83 -5.496787760105134
83 84 -2.5893001881420457
84 81 -2.508322030621839
84 82 1.0966929444359388
84 83 4.648706427246336
84 84 -2.85493203758361
81 85 0.24687574862187983
82 86 0.21933102322518244
83 87 0.2554480139718445
84 88 0.06146528621184618
81 80 0.0172352725758394
82 80 0.2949534394129758
83 80 0.20792158109053202
84 80 0.08969851164844181
85 85 -2.7647324300925558
85 86 6.265300928404153
85 87 -4.108585111147634
85 88 -0.3269438184340873
86 85 3.166277162401177
86 86 0.34121496044620847
86 87 -3.0896653873686444
86 88 0.8799241004216696
87 85 0.44653297702502565
87 86 -4.681155590057647
87 87 1.4238421343297842
87 88 5.2707547607085194
88 85 -0.8065639057115841
88 86 1.7071588096674866
88 87 3.44263468563554
88 88 -3.7835692144730255
85 89 0.13188018596447096
86 90 0.07263390389075582
87 91 0.029457621998180927
88 92 0.2150239495325948
85 84 0.2425363940058405
86 84 0.15470476951537376
87 84 0.12374227705222929
88 84 0.02119767971643861
89 89 -3.6666306173747016
89 90 3.4560513171671796
89 91 4.897939780773262
89 92 -2.6151655881014655
90 89 -0.8237231124891461
90 90 -3.3397604975156128
90 91 -2.540418412278412
90 92 6.445857100700865
91 89 3.5265137313168147
91 90 2.381113530431471
91 91 -2.6654517012122185
91 92 -2.5323900596013083
92 89 1.7638746616561207
92 90 -3.161830734465596
92 91 2.005320194561683
92 92 1.0926734256215265
89 93 0.1950897781019786
90 94 0.20693491882564144
91 95 0.18595249026288357
92 96 0.2857721174656369
89 88 0.2718100691084074
90 88 0.29332104604954196
91 88 0.03186101740296293
92 88 0.05416207057730627
93 93 2.2739078904697996
93 94 2.6179606139486076
93 95 -1.3143080406444168
93 96 -1.9761765211336841
94 93 3.2620286612705076
94 94 -3.6170109853946104
94 95 -1.8746268039956244
94 96 3.1567881615955815
95 93 -4.436975012220997
95 94 0.5576943091642065
95 95 5.479207157422807
95 96 -1.982896169811557
96 93 -5.357831780052571
96 94 1.288810415638949
96 95 1.7428121228344635
96 96 4.876849699567553
93 97 0.07975461589571832
94 98 0.028305922024324002
95 99 0.16704143330166088
96 100 0.04054813505224104
93 92 0.28508851514702765
94 92 0.11250149436764328
95 92 0.05677128782405017
96 92 0.2990838146162198
97 97 2.3492039971714154
97 98 -3.4569634745563933
97 99 2.5580579588126477
97 100 2.939197786649296
98 97 4.703994063960331
98 98 0.6213231023013177
98 99 -1.1915363458906187
98 100 -1.7015413721195565
99 97 -2.0401606863071313
99 98 2.8697026898440297
99 99 -3.437265709251975
99 100 0.36742088325286765
100 97 -6.470930376893512
100 98 2.045860120377979
100 99 5.619973030563667
100 100 -2.12830267001839
97 96 0.07042231911069402
98 96 0.047507821972051896
99 96 0.241386923606073
100 96 0.1274246838134114
